,Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
1932,Male,7.2,No,Urban,61.3,Primary,58.1
1933,Female,4.2,No,Urban,64.4,Primary,47.2
1934,Female,4.3,No,Rural,79.3,Tertiary,43.1
1935,Female,15.4,No,Urban,77.9,Secondary,96.2
1936,Male,14.7,Yes,Urban,76.6,Secondary,100.0
1937,Female,10.4,No,Rural,53.4,Secondary,64.4
1938,Female,0.0,Yes,Urban,85.6,Tertiary,44.6
1939,Male,12.2,No,Urban,65.8,Tertiary,78.7
1940,Male,3.0,No,Urban,76.6,none,37.8
1941,Female,12.7,No,Rural,83.0,Secondary,76.6
1942,Female,14.7,Yes,Urban,92.0,Tertiary,100.0
1943,Male,10.4,No,Rural,65.5,Tertiary,60.7
1944,Male,14.1,No,Rural,73.8,Primary,77.5
1945,Male,6.1,No,Urban,82.4,Secondary,67.1
1946,Male,3.8,Yes,Urban,80.6,Secondary,50.4
1947,Female,6.7,Yes,Rural,91.4,Secondary,83.3
1948,Female,7.4,Yes,Urban,63.9,Secondary,66.5
1949,Female,9.7,No,Urban,53.2,Tertiary,62.7
1950,Female,16.0,No,Rural,63.5,Secondary,79.7
1951,Female,8.8,No,Rural,96.1,Secondary,66.6
1952,Male,1.3,Yes,Urban,75.7,Secondary,45.2
1953,Male,8.3,No,Rural,56.6,none,47.8
1954,Female,9.2,No,Urban,96.9,Primary,79.8
1955,Male,10.1,No,Rural,50.9,Secondary,58.9
1956,Female,12.9,No,Rural,69.8,Primary,75.2
1957,Female,9.2,Yes,Rural,67.2,Tertiary,78.2
1958,Female,10.1,No,Urban,92.1,Primary,74.1
1959,Female,7.5,Yes,Urban,66.5,Tertiary,76.5
1960,Male,5.1,No,Rural,80.2,Tertiary,48.7
1961,Female,10.1,No,Urban,72.8,Secondary,71.7
1962,Female,9.3,Yes,Urban,63.8,Tertiary,86.4
1963,Female,6.5,No,Urban,99.7,Tertiary,70.3
1964,Male,5.0,Yes,Rural,71.2,Primary,57.4
1965,Female,16.0,No,Rural,68.5,Tertiary,97.5
1966,Male,13.4,No,Rural,80.9,Primary,70.7
1967,Male,10.1,Yes,Urban,65.8,Tertiary,83.7
1968,Female,8.4,Yes,Urban,75.3,Secondary,77.5
1969,Male,16.0,No,Urban,73.4,Secondary,93.0
1970,Male,5.6,Yes,Urban,84.1,Secondary,74.9
1971,Female,10.4,No,Urban,73.0,Secondary,62.8
1972,Female,9.4,No,Rural,63.3,Primary,65.0
1973,Male,9.2,No,Urban,96.0,Secondary,68.9
1974,Female,6.5,Yes,Urban,62.6,Primary,65.9
1975,Male,10.6,No,Urban,86.8,Secondary,71.5
1976,Female,9.6,No,Rural,54.7,Secondary,54.6
1977,Female,0.0,No,Rural,73.5,Secondary,29.3
1978,Female,7.4,Yes,Urban,78.5,Secondary,72.3
1979,Male,4.5,Yes,Rural,72.0,Tertiary,66.3
1980,Male,15.4,No,Urban,93.2,Secondary,90.5
1981,Male,10.8,No,Urban,85.5,none,64.3
1982,Female,14.1,No,Urban,93.6,Tertiary,95.0
1983,Male,8.6,Yes,Rural,88.7,Primary,72.8
1984,Female,14.1,Yes,Urban,58.7,Tertiary,99.5
1985,Female,13.1,No,Rural,91.4,Primary,82.2
1986,Male,4.1,Yes,Urban,69.2,Primary,50.6
1987,Female,12.0,Yes,Rural,53.5,Tertiary,84.9
1988,Male,12.0,No,Rural,56.5,none,60.6
1989,Female,7.1,Yes,Urban,99.9,none,81.6
1990,Male,12.4,No,Urban,58.3,Secondary,77.9
1991,Female,6.2,Yes,Urban,66.4,Secondary,64.4
1992,Female,11.5,Yes,Rural,59.9,Primary,75.0
1993,Male,10.8,No,Urban,82.0,Tertiary,73.9
1994,Male,16.0,Yes,Rural,61.8,Tertiary,88.4
1995,Female,16.0,No,Rural,63.2,Secondary,83.8
1996,Male,7.4,No,Rural,99.0,Primary,66.7
1997,Female,13.9,No,Rural,66.1,Tertiary,80.8
1998,Female,16.0,No,Urban,93.8,Tertiary,100.0
1999,Female,3.2,No,Rural,96.4,Tertiary,40.2
2000,Female,9.9,Yes,Urban,50.8,Secondary,79.5
2001,Female,7.1,No,Urban,95.3,Tertiary,53.1
2002,Male,7.9,Yes,Rural,81.8,Secondary,71.4
2003,Male,9.0,No,Urban,54.7,Secondary,60.5
2004,Male,13.7,Yes,Urban,88.1,none,100.0
2005,Female,14.4,No,Urban,63.5,Secondary,78.1
2006,Male,15.6,Yes,Urban,50.3,Tertiary,94.6
2007,Male,8.1,No,Urban,89.4,Tertiary,71.6
2008,Male,13.1,No,Rural,81.7,Secondary,82.4
2009,Female,8.8,No,Rural,53.9,Tertiary,62.1
2010,Male,11.4,Yes,Urban,52.0,Secondary,78.3
2011,Male,0.0,Yes,Urban,82.5,Tertiary,46.1
2012,Male,11.3,No,Urban,55.7,Tertiary,64.5
2013,Female,8.3,No,Urban,86.5,Secondary,67.9
2014,Male,15.2,No,Rural,97.2,none,88.3
2015,Female,14.7,No,Urban,98.9,Tertiary,97.1
2016,Female,13.5,Yes,Urban,98.3,Tertiary,100.0
2017,Male,11.4,No,Urban,63.2,Tertiary,59.8
2018,Female,11.6,No,Urban,59.4,Secondary,69.2
2019,Male,7.9,Yes,Urban,52.0,Primary,57.2
2020,Female,15.1,No,Urban,88.7,none,94.0
2021,Male,15.0,No,Urban,60.4,Tertiary,76.4
2022,Male,9.0,No,Rural,74.3,Tertiary,60.3
2023,Female,12.9,No,Rural,83.1,Tertiary,83.7
2024,Male,7.2,No,Rural,68.2,Tertiary,58.8
2025,Female,14.3,Yes,Urban,50.6,Tertiary,93.7
2026,Male,14.0,No,Urban,88.6,Primary,86.0
2027,Female,8.9,No,Rural,70.1,Secondary,65.2
2028,Female,16.0,No,Urban,81.6,Tertiary,100.0
2029,Female,9.3,No,Rural,70.2,Tertiary,65.9
2030,Female,5.3,No,Urban,88.4,Tertiary,59.4
2031,Female,16.0,No,Urban,77.8,Tertiary,95.4
2032,Male,11.1,No,Rural,56.3,none,72.6
2033,Male,14.4,Yes,Urban,84.0,Tertiary,100.0
2034,Female,14.2,Yes,Urban,92.9,none,99.2
2035,Male,13.9,No,Urban,53.7,Tertiary,84.2
2036,Male,3.8,No,Urban,51.1,Secondary,40.4
2037,Female,8.5,Yes,Rural,100.0,Primary,87.6
2038,Female,6.2,Yes,Rural,59.6,Primary,53.8
2039,Female,16.0,Yes,Rural,58.1,none,96.3
2040,Female,7.4,No,Urban,56.4,Secondary,55.1
2041,Male,16.0,Yes,Urban,55.8,Tertiary,100.0
2042,Male,13.0,Yes,Rural,71.0,Secondary,92.2
2043,Female,4.0,Yes,Urban,94.3,Tertiary,50.3
2044,Male,10.9,Yes,Urban,55.4,Tertiary,79.4
2045,Male,8.4,No,Urban,58.1,Tertiary,58.2
2046,Female,8.7,Yes,Rural,55.6,Secondary,74.0
2047,Male,11.6,No,Urban,89.3,Primary,71.4
2048,Male,8.1,Yes,Urban,81.2,Secondary,71.4
2049,Female,3.9,Yes,Urban,86.6,Tertiary,73.4
2050,Male,12.8,No,Urban,98.4,Secondary,88.7
2051,Male,9.1,No,Urban,88.5,Primary,60.2
2052,Male,5.5,Yes,Rural,69.3,Secondary,67.6
2053,Female,16.0,No,Rural,95.5,Secondary,94.5
2054,Female,9.3,Yes,Rural,55.4,Primary,71.1
2055,Male,8.1,No,Urban,72.2,Tertiary,54.8
2056,Female,11.4,No,Urban,82.2,Secondary,77.0
2057,Male,7.3,Yes,Urban,66.9,Secondary,56.3
2058,Female,12.8,No,Urban,76.2,none,73.4
2059,Male,9.0,No,Urban,97.4,Primary,71.0
2060,Female,5.8,No,Urban,81.1,Secondary,57.0
2061,Male,4.5,No,Urban,81.9,Primary,48.7
2062,Male,8.6,No,Urban,61.7,Tertiary,66.1
2063,Female,8.3,Yes,Urban,65.0,Primary,70.1
2064,Male,13.2,No,Urban,99.1,Secondary,89.9
2065,Male,10.7,No,Rural,81.6,none,63.4
2066,Female,13.1,No,Urban,88.5,Primary,92.6
2067,Female,8.9,No,Urban,68.3,Tertiary,66.5
2068,Male,15.4,No,Urban,93.6,Secondary,91.9
2069,Male,10.7,No,Rural,75.2,Tertiary,68.0
2070,Male,11.8,No,Urban,83.0,Primary,73.6
2071,Female,6.6,Yes,Urban,87.4,Primary,70.1
2072,Female,11.8,No,Urban,85.5,Secondary,68.6
2073,Male,3.8,No,Urban,77.4,Primary,40.2
2074,Male,8.6,No,Rural,98.2,Primary,74.3
2075,Male,6.6,Yes,Rural,96.5,none,75.3
2076,Male,16.0,No,Urban,94.0,Tertiary,93.0
2077,Female,8.8,Yes,Urban,66.6,none,82.0
2078,Male,11.0,Yes,Urban,73.8,Tertiary,99.1
2079,Male,13.0,No,Rural,60.0,Tertiary,72.2
2080,Female,7.7,No,Urban,52.4,Primary,47.7
2081,Female,2.5,Yes,Rural,97.8,Tertiary,55.1
2082,Female,14.2,No,Urban,78.0,Secondary,82.3
2083,Female,3.0,No,Rural,91.0,Tertiary,53.0
2084,Male,14.9,Yes,Urban,87.7,none,90.9
2085,Male,12.1,Yes,Urban,96.6,Primary,100.0
2086,Female,7.8,No,Rural,69.0,Secondary,54.4
2087,Female,8.0,No,Rural,93.5,none,56.9
2088,Male,6.6,No,Urban,81.2,Primary,52.3
2089,Male,10.2,Yes,Urban,51.7,Secondary,81.7
2090,Male,7.7,No,Urban,70.8,Primary,56.0
2091,Female,12.4,No,Urban,94.9,Primary,76.3
2092,Female,11.3,Yes,Urban,70.4,Secondary,83.6
2093,Female,6.8,No,Urban,97.5,Primary,64.0
2094,Male,7.3,Yes,Urban,84.6,Secondary,82.4
2095,Male,6.3,No,Urban,73.2,Tertiary,65.7
2096,Male,12.1,No,Rural,55.4,Secondary,68.6
2097,Female,16.0,No,Urban,86.5,none,95.2
2098,Female,10.4,No,Rural,62.7,Secondary,67.7
2099,Male,12.1,Yes,Rural,57.7,Primary,77.1
2100,Male,8.6,Yes,Urban,100.0,Secondary,77.8
2101,Female,3.5,No,Urban,76.4,Primary,44.9
2102,Female,5.3,No,Rural,79.1,Secondary,55.5
2103,Female,6.0,Yes,Rural,76.5,Tertiary,75.4
2104,Male,13.5,No,Urban,84.4,Tertiary,80.0
2105,Male,13.4,Yes,Urban,99.1,Tertiary,100.0
2106,Female,12.2,No,Urban,87.5,Secondary,93.0
2107,Male,6.5,No,Urban,75.0,Secondary,55.6
2108,Female,7.2,Yes,Rural,77.5,Primary,66.9
2109,Male,13.6,No,Rural,57.1,none,71.3
2110,Male,14.6,No,Rural,96.1,Secondary,91.5
2111,Male,11.1,Yes,Urban,87.0,Secondary,100.0
2112,Female,12.6,Yes,Urban,85.1,Secondary,100.0
2113,Male,16.0,No,Urban,51.1,Secondary,80.6
2114,Female,13.8,No,Urban,97.9,Secondary,89.9
2115,Male,16.0,No,Rural,94.3,Secondary,83.3
2116,Female,9.0,No,Rural,95.5,Secondary,67.3
2117,Female,8.0,No,Urban,93.0,Tertiary,69.0
2118,Female,14.4,No,Rural,97.0,Primary,83.4
2119,Female,9.8,No,Urban,64.8,Tertiary,72.5
2120,Female,8.9,No,Rural,64.2,Primary,56.3
2121,Male,16.0,No,Urban,54.8,Secondary,84.5
2122,Male,10.5,Yes,Urban,65.5,Primary,82.7
2123,Female,5.6,Yes,Rural,86.6,Secondary,66.9
2124,Female,8.6,No,Urban,91.9,Secondary,72.3
2125,Female,6.0,Yes,Rural,65.2,Secondary,65.6
2126,Male,5.0,No,Rural,79.6,Primary,38.3
2127,Female,8.7,No,Urban,93.1,none,71.6
2128,Male,9.2,Yes,Rural,95.8,Tertiary,77.7
2129,Female,12.5,No,Rural,74.3,Secondary,81.7
2130,Male,15.9,No,Rural,60.2,Primary,84.3
2131,Female,7.6,Yes,Urban,98.8,Primary,83.3
2132,Male,3.4,No,Urban,94.9,Primary,35.9
2133,Male,11.7,No,Rural,75.1,Tertiary,71.6
2134,Female,3.2,No,Urban,69.7,Secondary,34.7
2135,Female,9.1,No,Urban,65.5,Primary,64.6
2136,Female,7.1,Yes,Urban,73.0,Primary,77.7
2137,Female,9.3,No,Urban,79.1,Tertiary,66.7
2138,Male,8.3,No,Urban,50.6,Secondary,51.3
2139,Male,10.0,No,Rural,58.5,Primary,59.6
2140,Male,11.9,No,Urban,54.9,Tertiary,74.4
2141,Male,5.1,No,Rural,76.5,Secondary,43.3
2142,Male,0.0,Yes,Rural,95.1,Secondary,40.3
2143,Male,11.2,No,Rural,61.6,Secondary,65.1
2144,Female,11.9,No,Urban,93.7,Primary,87.0
2145,Male,9.0,No,Rural,79.1,Primary,55.1
2146,Male,6.9,No,Urban,60.1,Tertiary,52.3
2147,Male,8.6,No,Urban,72.3,Primary,57.4
2148,Female,13.9,No,Rural,94.0,Tertiary,84.4
2149,Male,16.0,No,Urban,92.9,none,92.1
2150,Female,10.6,No,Urban,90.9,Tertiary,82.3
2151,Male,11.4,No,Rural,76.8,Secondary,69.9
2152,Male,14.5,Yes,Urban,53.1,Secondary,96.5
2153,Female,8.2,Yes,Urban,97.4,Tertiary,92.5
2154,Male,6.9,No,Rural,69.7,Secondary,58.7
2155,Male,15.4,No,Urban,54.7,Secondary,75.0
2156,Female,10.3,No,Urban,95.7,none,75.6
2157,Female,4.0,Yes,Urban,98.0,Tertiary,72.6
2158,Male,9.6,Yes,Urban,75.2,Secondary,82.8
2159,Male,4.9,No,Urban,80.2,Tertiary,56.3
2160,Female,9.1,Yes,Urban,51.1,Tertiary,76.3
2161,Female,10.8,No,Urban,81.7,Secondary,80.5
2162,Female,10.9,No,Rural,92.9,Primary,77.5
2163,Female,10.9,No,Rural,65.5,none,57.5
2164,Male,8.0,Yes,Urban,79.2,Secondary,80.4
2165,Male,10.8,Yes,Rural,91.7,Secondary,86.9
2166,Female,9.1,No,Urban,92.5,Secondary,77.8
2167,Male,7.2,No,Urban,57.5,Secondary,59.0
2168,Female,5.3,Yes,Urban,60.4,Primary,58.6
2169,Female,8.9,No,Urban,74.6,Primary,66.4
2170,Male,3.6,No,Urban,75.8,Tertiary,53.7
2171,Female,14.4,Yes,Urban,59.1,Primary,93.9
2172,Female,5.4,No,Urban,61.8,Secondary,40.6
2173,Male,14.5,Yes,Rural,63.9,Secondary,87.3
2174,Male,6.0,No,Rural,90.0,Tertiary,56.2
2175,Female,10.1,No,Urban,78.6,none,63.7
2176,Male,9.0,No,Urban,69.3,Primary,53.6
2177,Male,11.8,Yes,Urban,61.6,Primary,75.2
2178,Male,9.4,Yes,Urban,94.6,Secondary,94.2
2179,Male,10.7,No,Rural,82.2,none,64.4
2180,Male,7.2,No,Rural,89.8,Primary,54.5
2181,Male,10.1,No,Rural,51.8,Tertiary,61.7
2182,Female,8.1,No,Urban,97.1,Secondary,81.0
2183,Male,6.8,No,Urban,50.1,Primary,40.4
2184,Female,9.1,No,Urban,95.6,Tertiary,81.3
2185,Female,4.5,Yes,Rural,87.4,Tertiary,61.9
2186,Female,8.6,No,Urban,60.3,Primary,58.3
2187,Male,11.2,Yes,Urban,76.2,Tertiary,93.5
2188,Male,5.5,No,Rural,59.4,Tertiary,46.7
2189,Female,16.0,No,Rural,70.6,Tertiary,95.7
2190,Female,13.4,No,Urban,60.6,none,80.1
2191,Female,15.3,No,Urban,97.8,Secondary,97.1
2192,Female,9.4,Yes,Urban,93.3,Primary,90.4
2193,Male,9.5,No,Urban,58.4,Primary,65.3
2194,Female,7.5,No,Rural,64.0,Primary,51.6
2195,Male,5.4,No,Urban,88.4,Tertiary,64.3
2196,Female,13.2,Yes,Urban,89.2,Secondary,100.0
2197,Male,5.0,No,Rural,81.7,Secondary,45.7
2198,Male,6.4,No,Urban,84.6,Primary,58.6
2199,Female,5.0,No,Rural,70.1,Primary,44.3
2200,Female,1.6,No,Urban,89.2,Secondary,45.2
2201,Female,8.0,No,Urban,98.7,Secondary,60.2
2202,Female,6.5,Yes,Urban,79.2,Secondary,65.8
2203,Male,14.6,No,Urban,65.1,none,74.3
2204,Male,14.0,Yes,Urban,85.7,Secondary,90.0
2205,Male,12.0,No,Rural,65.1,Primary,61.1
2206,Male,11.5,No,Rural,95.5,Tertiary,83.4
2207,Male,12.6,No,Urban,52.8,Secondary,72.5
2208,Female,8.4,No,Urban,61.6,Secondary,56.1
2209,Male,7.8,Yes,Rural,56.3,Tertiary,56.6
2210,Female,9.7,No,Urban,71.7,Secondary,65.1
2211,Male,16.0,No,Rural,73.2,Tertiary,91.0
2212,Male,5.7,No,Urban,79.5,Secondary,53.2
2213,Female,11.5,Yes,Rural,54.8,Tertiary,80.3
2214,Male,11.3,Yes,Rural,83.7,none,81.2
2215,Male,5.2,No,Urban,78.4,Tertiary,58.0
2216,Female,11.1,No,Urban,54.6,none,64.5
2217,Male,5.7,No,Urban,51.4,Primary,45.9
2218,Female,13.0,No,Urban,73.2,Tertiary,81.0
2219,Male,8.4,No,Urban,60.5,Tertiary,58.1
2220,Female,14.8,No,Rural,73.1,Secondary,87.3
2221,Male,9.3,No,Rural,64.3,Tertiary,54.3
2222,Male,8.6,No,Urban,58.2,Secondary,63.1
2223,Female,7.4,No,Rural,71.4,none,56.4
2224,Female,11.3,Yes,Rural,68.8,none,82.2
2225,Male,11.6,No,Rural,57.6,Tertiary,73.2
2226,Male,7.9,No,Rural,66.9,Primary,50.3
2227,Male,7.9,No,Urban,67.5,Secondary,54.0
2228,Male,14.8,No,Urban,67.1,Secondary,87.3
2229,Male,4.8,No,Urban,89.8,Primary,57.9
2230,Female,13.1,No,Urban,80.4,Tertiary,79.7
2231,Female,9.6,Yes,Urban,59.7,none,73.7
2232,Male,11.8,Yes,Urban,79.3,Secondary,85.1
2233,Female,14.5,No,Urban,79.6,Tertiary,82.4
2234,Female,9.4,No,Rural,50.7,none,48.9
2235,Male,7.4,Yes,Urban,73.1,Primary,66.6
2236,Male,7.6,No,Urban,83.6,Tertiary,68.0
2237,Male,13.9,No,Rural,91.0,Secondary,87.8
2238,Female,13.0,Yes,Urban,69.5,Secondary,98.5
2239,Male,14.4,No,Rural,92.0,Tertiary,89.6
2240,Female,13.8,No,Rural,96.3,Tertiary,87.9
2241,Female,11.5,No,Urban,57.5,Primary,77.0
2242,Female,9.0,No,Urban,58.1,Secondary,54.5
2243,Female,16.0,No,Urban,88.1,Primary,100.0
2244,Female,9.3,No,Rural,59.9,Secondary,59.3
2245,Female,16.0,Yes,Urban,84.5,Tertiary,100.0
2246,Female,9.7,No,Rural,85.0,none,60.6
2247,Female,13.4,No,Urban,62.4,Secondary,78.0
2248,Female,9.1,Yes,Urban,52.7,Secondary,75.6
2249,Male,5.2,No,Rural,87.3,Secondary,44.7
2250,Female,13.1,Yes,Rural,62.2,Secondary,93.4
2251,Female,9.3,No,Urban,91.5,Secondary,70.0
2252,Female,12.1,No,Urban,52.4,Tertiary,75.0
2253,Female,7.5,No,Rural,80.2,Secondary,62.6
2254,Male,12.0,No,Urban,91.6,Tertiary,85.1
2255,Male,7.3,Yes,Urban,59.4,Tertiary,62.2
2256,Male,12.3,No,Urban,51.3,Tertiary,67.3
2257,Male,16.0,No,Urban,65.7,Secondary,83.6
2258,Female,13.3,No,Rural,98.6,Tertiary,83.3
2259,Female,7.1,No,Urban,80.8,Primary,62.1
2260,Female,8.5,No,Urban,61.1,Primary,51.4
2261,Male,15.3,No,Urban,99.5,Secondary,98.0
2262,Female,8.0,No,Urban,74.4,Secondary,55.7
2263,Male,10.0,No,Urban,60.3,Primary,54.8
2264,Male,8.9,No,Rural,93.1,Secondary,56.6
2265,Female,7.7,No,Rural,83.2,Tertiary,62.1
2266,Male,14.3,No,Urban,62.1,none,67.9
2267,Male,10.7,No,Rural,88.5,Secondary,72.3
2268,Female,10.1,Yes,Urban,79.6,Secondary,86.7
2269,Female,11.1,No,Rural,51.4,Tertiary,59.6
2270,Male,13.7,No,Urban,94.0,Primary,85.0
2271,Male,7.7,Yes,Urban,78.8,Tertiary,84.6
2272,Female,0.0,No,Urban,69.4,Tertiary,33.7
2273,Male,7.1,Yes,Urban,72.2,Primary,71.7
2274,Male,7.4,No,Urban,95.0,Tertiary,66.1
2275,Male,11.3,No,Urban,81.2,Secondary,73.6
2276,Female,15.5,Yes,Rural,89.8,Secondary,100.0
2277,Male,3.1,No,Urban,98.5,Secondary,52.3
2278,Male,9.3,No,Rural,97.8,Primary,68.8
2279,Male,8.8,No,Urban,74.6,Secondary,57.5
2280,Female,16.0,No,Urban,66.5,none,90.9
2281,Male,1.7,No,Urban,68.7,Tertiary,33.7
2282,Female,7.7,No,Urban,60.5,Secondary,56.8
2283,Male,9.5,No,Urban,91.2,Tertiary,71.1
2284,Female,7.2,Yes,Rural,73.0,Secondary,69.2
2285,Female,10.1,Yes,Urban,75.0,Primary,83.9
2286,Female,14.5,Yes,Rural,56.2,Secondary,86.1
2287,Female,4.1,No,Rural,96.0,Tertiary,53.8
2288,Male,7.9,No,Rural,60.1,Secondary,51.9
2289,Female,9.0,Yes,Urban,68.9,Tertiary,78.8
2290,Male,5.3,No,Rural,68.2,Primary,48.3
2291,Female,10.5,No,Urban,93.6,none,69.8
2292,Female,9.0,No,Urban,57.6,none,48.0
2293,Male,12.1,No,Rural,91.0,Primary,66.7
2294,Male,16.0,No,Urban,76.4,Secondary,92.9
2295,Male,4.5,No,Urban,64.6,Primary,34.5
2296,Female,10.0,No,Rural,85.3,Secondary,67.0
2297,Female,9.8,No,Urban,58.9,Secondary,65.1
2298,Male,9.7,No,Urban,98.8,none,53.1
2299,Female,10.7,Yes,Urban,50.1,Tertiary,86.5
2300,Female,6.1,No,Rural,64.6,Secondary,43.0
2301,Male,11.3,Yes,Rural,64.1,Primary,72.5
2302,Male,9.3,Yes,Urban,69.7,Tertiary,82.3
2303,Male,13.9,No,Urban,57.1,Primary,64.1
2304,Male,5.3,No,Urban,93.7,Primary,54.9
2305,Female,10.3,No,Urban,68.9,Tertiary,62.0
2306,Female,10.6,Yes,Rural,82.9,Tertiary,87.3
2307,Male,14.6,Yes,Urban,68.9,Secondary,100.0
2308,Female,8.2,No,Urban,91.9,Tertiary,71.3
2309,Female,16.0,No,Rural,82.9,Secondary,87.4
2310,Female,6.6,Yes,Urban,56.8,none,55.9
2311,Female,10.3,No,Urban,54.7,Tertiary,70.8
2312,Female,1.7,No,Urban,87.4,Primary,37.2
2313,Female,13.9,No,Urban,82.4,Secondary,90.2
2314,Male,11.0,No,Rural,61.7,Tertiary,61.8
2315,Female,13.2,No,Urban,71.5,Secondary,84.3
2316,Female,7.1,No,Urban,69.3,Tertiary,66.3
2317,Female,8.2,No,Rural,63.6,Secondary,54.1
2318,Male,14.3,No,Urban,94.8,Secondary,94.3
2319,Female,13.1,Yes,Urban,68.8,Tertiary,93.5
2320,Female,14.2,No,Urban,87.7,Tertiary,88.9
2321,Female,5.3,Yes,Urban,89.9,Tertiary,73.2
2322,Female,9.9,No,Rural,95.5,none,76.6
2323,Female,11.2,No,Rural,52.5,Secondary,61.3
2324,Male,7.0,No,Rural,81.8,Tertiary,57.8
2325,Female,5.9,No,Rural,55.7,none,42.7
2326,Female,14.5,No,Urban,61.6,Tertiary,92.5
2327,Male,7.4,Yes,Rural,88.0,Secondary,74.6
2328,Male,11.9,No,Urban,87.4,Primary,84.7
2329,Female,11.8,No,Rural,83.2,Secondary,80.3
2330,Female,9.0,Yes,Urban,63.9,none,63.7
2331,Female,12.9,No,Urban,63.6,none,75.2
2332,Male,6.1,Yes,Urban,99.2,Secondary,76.1
2333,Female,9.4,No,Urban,89.9,Primary,77.7
2334,Male,12.3,No,Urban,95.8,Primary,84.2
2335,Female,11.5,Yes,Urban,62.3,Tertiary,86.7
2336,Male,3.2,No,Rural,70.0,Secondary,42.2
2337,Male,6.3,No,Rural,64.6,none,50.3
2338,Male,8.4,No,Urban,98.3,Primary,70.9
2339,Female,10.2,No,Rural,78.2,Primary,76.9
2340,Female,0.9,Yes,Urban,76.3,Tertiary,61.8
2341,Female,13.4,No,Rural,89.8,Secondary,88.9
2342,Female,7.9,No,Rural,68.8,Secondary,68.0
2343,Female,6.3,No,Urban,89.1,Secondary,61.8
2344,Male,6.8,No,Rural,88.8,Tertiary,58.4
2345,Female,11.5,No,Rural,79.4,none,68.2
2346,Female,9.9,No,Urban,57.9,Secondary,71.4
2347,Female,7.6,No,Urban,60.0,Primary,51.8
2348,Male,3.6,No,Urban,63.1,Tertiary,45.3
2349,Female,7.4,No,Urban,96.8,Secondary,62.6
2350,Female,6.6,Yes,Urban,61.4,Tertiary,80.9
2351,Female,11.4,No,Urban,90.9,Secondary,79.8
2352,Male,2.2,No,Urban,53.3,Tertiary,44.3
2353,Female,11.8,No,Urban,67.9,Secondary,80.6
2354,Female,13.2,Yes,Urban,74.3,Secondary,100.0
2355,Male,4.9,No,Rural,64.7,Tertiary,42.1
2356,Female,1.7,Yes,Urban,52.0,Primary,47.3
2357,Male,11.9,No,Urban,65.8,Secondary,69.5
2358,Female,16.0,No,Urban,79.1,none,91.1
2359,Female,9.5,No,Rural,80.2,Tertiary,66.8
2360,Male,9.5,Yes,Urban,73.9,Tertiary,76.9
2361,Male,13.0,Yes,Urban,98.7,Primary,97.1
2362,Female,4.8,No,Urban,97.2,Tertiary,58.6
2363,Female,7.3,No,Rural,92.4,none,52.8
2364,Female,10.3,No,Urban,70.7,Tertiary,76.8
2365,Female,2.4,No,Urban,96.1,Tertiary,51.5
2366,Female,10.0,Yes,Urban,59.6,Secondary,77.5
2367,Male,16.0,No,Urban,80.2,Secondary,92.3
2368,Female,8.8,No,Rural,89.1,Tertiary,68.5
2369,Male,8.3,Yes,Urban,68.7,Primary,76.8
2370,Female,12.5,No,Urban,67.4,Secondary,73.9
2371,Female,11.3,No,Rural,71.7,Tertiary,65.8
2372,Female,8.9,Yes,Urban,84.3,none,83.6
2373,Male,13.0,No,Urban,54.4,Secondary,62.6
2374,Female,3.6,Yes,Rural,68.2,Tertiary,55.6
2375,Female,16.0,No,Urban,91.7,none,88.0
2376,Male,5.0,No,Rural,99.9,Primary,43.8
2377,Male,8.9,No,Urban,82.0,Primary,58.7
2378,Female,3.4,No,Urban,57.1,Primary,35.4
2379,Female,11.3,No,Urban,62.4,Tertiary,82.3
2380,Female,10.9,No,Rural,88.4,Secondary,76.5
2381,Female,2.8,No,Rural,84.7,Primary,39.9
2382,Male,13.9,Yes,Urban,74.0,Secondary,100.0
2383,Male,13.9,Yes,Urban,92.2,Secondary,100.0
2384,Female,4.9,Yes,Urban,69.9,Secondary,60.7
2385,Male,13.3,No,Urban,56.0,Secondary,72.0
2386,Male,16.0,Yes,Urban,51.6,Secondary,87.7
2387,Male,11.8,No,Rural,66.6,Secondary,68.4
2388,Male,13.6,No,Rural,86.4,Primary,72.3
2389,Male,10.0,No,Urban,81.0,none,68.6
2390,Female,10.4,No,Rural,99.5,Secondary,71.5
2391,Female,10.3,No,Rural,93.8,Secondary,73.1
2392,Male,6.9,No,Urban,61.9,Primary,50.4
2393,Female,10.5,No,Rural,78.6,Secondary,57.8
2394,Male,7.4,Yes,Urban,89.4,none,78.4
2395,Male,7.2,No,Urban,80.5,Secondary,63.1
2396,Male,7.5,No,Rural,66.2,Secondary,53.9
2397,Male,10.3,No,Rural,58.1,Tertiary,58.3
2398,Male,8.7,Yes,Urban,83.4,Secondary,80.5
2399,Female,6.7,No,Rural,77.9,Primary,51.5
2400,Female,12.6,Yes,Rural,86.5,Secondary,100.0
2401,Female,10.2,Yes,Rural,75.3,Primary,78.3
2402,Female,6.8,No,Urban,91.3,Tertiary,63.7
2403,Female,10.8,No,Rural,71.9,Tertiary,72.4
2404,Female,16.0,Yes,Urban,60.6,none,93.1
2405,Female,16.0,Yes,Rural,75.9,Tertiary,100.0
2406,Male,8.9,No,Urban,79.1,Secondary,57.0
