Entry ID,travelerNames,gender,birthDate,deathDate,birthPlace,deathPlace,parents,sources,eventsIndex,mentionedNamesWithEntryID,mentionedNamesWithNoEntryID,IDmatchesForMentionedNamesWithEntryID,entryOrigin,originEntryID,originEntryName
108,Hon. Andrew Archer,Male,1736,1778,,,"1st B. Archer of Umberslade, War;Catherine Tipping","ASV IS 758-781,AVR SA,Fleming, Adam,Lucy Family,Montagu Letters","220,221,222,223",John Anderson;Edward Wortley Montagu;Lady Mary Wortley Montagu;Richard Phelps;Richard Combe;Richard Woodward;William Watson,"Mary Montagu (later Mary Stuart, Countess of Bute)","75,3391,3395,3844,1068,5216,5021",From the Dictionary,,
109,John Archer,Male,1769,1791,,,,"ASV IS 758-781,Leghorn Inscr.",,Mr Rouchelle,,4157,From the Dictionary,,
110,Thomas Archer,Male,1695,1768,,,"Andrew Archer of Umberslade, War","Broadlands MSS,Lepper 1950,SP 98/19-37","224,225,226,227",Catherine Tipping;Lord Middlesex;Lord Robert Montagu;Sewallis Shirley;Henry Harris;Mrs Strangways-Horner,Solimena,"110.1,3305,3398,4347,2272,4587",From the Dictionary,,
110.1,Catherine Tipping,Female,,1754,,,,,228,Thomas Archer,,110,Extracted from narrative,110,
111,Thomas Archer,Male,,,,,,"AVR SA,Elcho, Short Account,SP 98/19-37",,"Dr James Murray;James Stuart, the Pretender;Arthur",,"3494,2648,127",From the Dictionary,,
112,William Arden,Male,1731,1768,,,"George Arden of Ombersley, Worcs",,"229,230,231,232,233,234","John, 1st Viscount Spencer;Lady Spencer;David Garrick;Joseph Nollekens",,"4475,4476,1909,3586",From the Dictionary,,
113,Brig. Areskin,Male,,,,,,Lumisden letters MSS,,Andrew Lumisden,,3049,From the Dictionary,,
114,Philip Arger,Male,1749,,,,,AVR SA,235,,,,From the Dictionary,,
115,"John Campbell, 2nd Duke of Argyll",Male,1680,1743,,,1st D. of Argyll [S],"Brown 1921,HMC Portland,Horn 1,Sharpe jnl.MSS,SP 85/13,SP 92/27-32,Volpicella","236,237,238,239,240,241,242,243,244",Lord Peterborough,,3832,From the Dictionary,,
116,"John Campbell, 5th Duke of Argyll",Male,1723,1806,,,4th D. of Argyll [S],"Clitherow jnl.MSS,Gibbes jnl.MSS ,Wal.Corr.","245,246,247,248,249,250,251",Charlotte Campbell;Augusta Clavering;Henry Mordaunt Clavering;Emma Hart;James Clitherow;Elizabeth Gunnin;Lascelles;First Daughter of Augusta Clavering;Second Daughter of Augusta Clavering,J.H.W. Tischbein;Lord Titchfield,"116.1,116.2,969,2205,1004,116.3,2849,116.4,116.5",From the Dictionary,,
116.1,Charlotte Campbell ,Female,1775,1861,,,4th D. of Argyll [S];Elizabeth Gunning,,"252,253","John Campbell, 5th Duke of Argyll;Augusta Clavering;Elizabeth Gunning;Henry Modaurnt Clavering;First Daughter of Augusta Clavering;Second Daughter of Augusta Clavering",J.H.W. Tischbein,"116,116.2,116.3,969,116.4,116.5",Extracted from narrative,116,
116.2,Augusta Clavering,Female,1760,1831,,,"John Campbell, 5th D. of Argyll;Elizabeth Gunning",,254,"John Campbell, 5th Duke of Argyll;Charlotte Campbell;Henry Mordaunt Clavering;James Clitherow;Elizabeth Gunning;Lascelles;First Daughter of Augusta Clavering;Second Daughter of Augusta Clavering",J.H.W. Tischbein;Lord Titchfield,"116,116.1,969,1004,116.3,2849,116.4,116.5",Extracted from narrative,116,
116.3,Elizabeth Gunning,Female,1733,1790,,,John Gunning,,"255,256","Charlotte Campbell;Augusta Clavering;Henry Mordaunt Clavering;Emma Hart;John Campbell, 5th Duke of Argyll;First Daughter of Augusta Clavering;Second Daughter of Augusta Clavering",,"116.1,116.2,969,2281,116,116.4,116.5",Extracted from narrative,116,
116.4,First Daughter of Augusta Clavering,Female,,,,,Henry Mordaunt Clavering;Augusta Clavering,,,"John Campbell, 5th Duke of Argyll;Charlotte Campbell;Henry Mordaunt Clavering;Elizabeth Gunning;Augusta Clavering;Second Daughter of Augusta Clavering",,"116,116.1,969,116.3,116.2,116.5",Extracted from narrative,116,
116.5,Second Daughter of Augusta Clavering,Female,1790,,,,Henry Mordaunt Clavering;Augusta Clavering,,,"John Campbell, 5th Duke of Argyll;Charlotte Campbell;Henry Mordaunt Clavering;Elizabeth Gunning;Augusta Clavering;Second Daughter of Augusta Clavering",,"116,116.1,969,116.3,116.2,116.5",Extracted from narrative,116,
118,Whaley Armitage,Male,1767,1855,,,"Robert Armitage, merchant of Liverpool",Armitage jnl.MSS,"257,258,259,260",Thomas Jenkins;Giles Stanley;Turner;John Frearson;William Theed;Robert Freebairn;Sir William Hamilton;Walsh;Emma Hart,Cardinal de Bernis;Lord Lansdowne;Hall;Mastralini;Alexandrini;Edmund Burke,"2680,4501,4870,1837,4725,1844,2219,4981,2205",From the Dictionary,,
119,Elizabeth Bridget Armitstead,Female,1750,1842,,,,"Abbot jnl.MSS,Blagden Letters,Jesse, Selwyn","261,262",Lord Cholmondeley;Lord Coleraine;Charles James Fox;James Hare,Gazzaniga,"929,1045,1816,2255",From the Dictionary,,
120,Dr John Armstrong,Male,1709,1779,"Castleton, Rox",,,"Dennistoun,Gazz.Tosc.,Knowles, Fuseli","263,264,265,266,267",Henry Fuseli;Tobias Smollett;Andrew Lumisden,John Knowles,"1873,4434,3049",From the Dictionary,,
121,Maj. Armstrong,Male,,,,,,ASV IS 782-83,,Capt. Smart;Capt. Robins,Capt. Bidesard,"4396,4106",From the Dictionary,,
122,"Sir John, 2nd Bt. Armytage",Male,1732,1758,,,Sir Samuel Armytage,"Clark/Bowron,Fleming, Adam","268,269,270",Robert Adam;Horace Mann,Batoni,"23,3169",From the Dictionary,,
123,Joseph Armytage,Male,1761,1820,,,"Joseph Armytage of Wakefield, Yorks",,,,,,From the Dictionary,,
124,John Arnold,Male,,,,,William Arnold of Exeter,"Brown 1921,Morpurgo",,,,,From the Dictionary,,
126,William Artaud,Male,1763,1823,,,,"Burl.Mag.,Farington Diary,Gandy letters MSS","271,272,273,274,275,276,277,278",Henry Thomson;Emma Hamilton;Guy Head;John Deare;Gavin Hamilton;Thomas Jenkins;William Hillary;Edward Swinburne;John Rushout;William Henry Lambton;Richard Duppa;R.R. Reinagle;Graves;Mariana Starke;Lord Ossulston;Alexander Day;Davy;Mr Fuller;Mrs Deare,Joseph Farington;Thomas Macklin;Giulio Romano;Schidone;Robert Bowyer;John Landseer;Wilson;Franz Kaisermann;Joseph Bonaparte;Fabroni;Mercati;Chico;Fredrigo the German;Terrey;Mr Artaud,"4746,2205,2341,1347,2207,2680,2430,4654,4177,2828,1527,4057,2070,4512,3688,1342,1331,1870,1347.1",From the Dictionary,,
127,Arthur,Male,,,,,,"ASV IS 758-781,HMC Stuart,SP 98/19-37",,"James Stuart, the Pretender;Mrs Billington;Charles Weichsell;John Udny",Cardinal Gualterio,"2648,412,5047,4893",From the Dictionary,,
128,Arundel,Male,,,,,,AST CF,,Mr Semmes,,4285,From the Dictionary,,
129,Francis Arundel,Male,,1712,,,,"HMC Buccleuch,SP 99/57-63",279,William Bates,,283,From the Dictionary,,
130,Hon. Henry Arundell,Male,1694,1746,,,5th B. Arundell of Wardour,"Brown 1921,Moore 1985","280,281",Mr Enley;Henry Lee Warner,,"1615,4994",From the Dictionary,,
131,Hon. Henry Arundell,Male,1717,1756,,,6th B. Arundell of Wardour,SP 99/57-63,282,Edward Wythie,,5270,From the Dictionary,,
132,"Henry Bellings, 8th Baron Arundell",Male,1740,1808,,,7th B. Arundell of Wardour,"Houblon Family,SP 105/309-321,Thorpe letters MSS,Thorpe letters MSS*,Wal.Corr.","283,284",Jacob Houblon;Charles Booth;Father John Thorpe;Mr Newton,Padre Canonici,"2532,489,4760,3566",From the Dictionary,,
133,Hon. Richard Arundell,Male,1696,1758,,,2nd B. Arundell of Trerice,"Brown 1921,Kent letters MSS,SP 99/57-63","285,286,287,288",Sir Andrew Fountaine;Anthony Lowther,"Thomas Herbert, 8th Earl of Pembroke;Giulio Pignatta","1814,3035",From the Dictionary,,
134,Edward Ash,Male,1765,1829,,,"Samuel Ash of Holborn, Mx.","ASV IS 758-781,Bentham jnl.MSS,Broadlands MSS,Carter Letters,Wynne Diaries","289,290,291,292,293",John Moore [John Monro];Duchess of Ancaster;Miss Fellows;Sarah Bentham;Count Rumford;Lord Palmerston;Mary Carter,,"3384,73,1685,366,4171,3717,831",From the Dictionary,,
135,Eliza Ashburner,Female,,,,,,"Childe-Pemberton,Foster,Morrison",294,Lady Elizabeth Foster;Emma Hamilton;Miss Ashburner;Lady Bristol,Signor Perconte,"1807,2205,135,587.1",From the Dictionary,,
137,"John Ashburnham, 2nd Earl of Ashburnham",Male,1724,1812,,,1st E. of Ashburnham,"Brown 1921,Cust,Russel, Letters,Wal.Corr.","295,296,297",Lord Holderness;James Gray;Edward Clarke;Horace Mann;James Russel,,"2467,2079,958,3169,4179",From the Dictionary,,
138,St George Ashe,Male,1698,1721,,,"St George Ashe, Bp. of Clogher and Derry",,298,George Berkeley,,378,From the Dictionary,,
139,Anthony Askew,Male,1722,1774,,,Dr Adam Askew of Newcastle,,"299,300,301,302,303,304",James Russel,,4179,From the Dictionary,,
140,Askew,Male,,,,,,"Fleming, Adam,SP 105/309-321",305,Robert Adam;Charles Hope-Weir,Pietro Nardini;Mr Hemslow;Mistress of Askew,"23,2513",From the Dictionary,,
141,William Assheton,Male,1758,1833,,,"Ralph Assheton of Downham and Cuerdale, Lancs","Assheton list MSS,AST CF,Berry Jnls.,CL,Kauffman 1924,Parkinson jnl.MSS,Wal.Soc.","306,307,308,309",Richard Assheton;Thomas Pitt;John Trevor;John Parkinson;Sir James Graham;Thomas Brand;Jacob More;Robert Berry;Mary Berry;Agnes Berry,Angelica Kauffman;Carlo Labruzzi;Anthony Devis;Capt. Koehler,"141.1,3891,4839,3741,2045,556,3424,393,392,392.1",From the Dictionary,,
141.1,Richard Assheton,Male,,,,,,,,William Assheton;Thomas Pitt;John Trevor;John Parkinson;Sir James Graham;Thomas Brand;Robert Berry;Mary Berry,Angelica Kauffman,"141,3891,4839,3741,2045,556,393,392",Extracted from narrative,141,
142,Michael Aste,Male,,,,,,ASV IS 782-83,,,,,From the Dictionary,,
143,"Anne (Milles), Lady Astley",Female,,1792,,,"Christopher Milles of Nackington, Kent","Assheton list MSS,Gazz.Tosc.,Parkinson jnl.MSS,Ramsay jnl. MSS,Riviere 1965,Wal.Corr.",310,William Astley;Horace Mann;Mrs Minnifie;William Assheton;William Blackett;Edward Astley;Sister of Anne Astley,Jacob Henry Astley,"143.1,3169,3350.2,141,442.1,143.2,143.3",From the Dictionary,,
143.1,William Astley,Male,1769,1789,,,Sir Edward Astley;Lady Anne Astley,,,"Anne (Milles), Lady Astley;Capt. William Blackett;Edward Astley",,"143,442.1,143.2",Extracted from narrative,143,
143.2,Edward Astley,Male,1761,1806,,,Sir Edward Astley;Lady Anne Astley,,,"William Astley;Anne (Milles), Lady Astley;Sister of Anne Astley",,"143.1,143,143.3",Extracted from narrative,143,
143.3,Sister of Anne Astley,Female,,,,,"Christopher Milles of Nackington, Kent",,,"Anne (Milles), Lady Astley;Edward Astley",,"143,143.2",Extracted from narrative,143,
144,Henry Nicholas Astley,Male,1767,1854,,,"Sir Edward Astley, 4th Bt. of Melton Constable, Norf.","ASV IS 758-781,Gibbes jnl.MSS","311,312,313,314",Thomas Kerrich;Elizabeth Gibbes,Tofanelli,"2764,1932",From the Dictionary,,
145,"Sir John, 2nd Bt. Astley",Male,1687,1771,,,"Sir Richard Astley of Patshull, Staffs","Brown 1921,Commons 1,SP 98/19-37","315,316","Mr Hall;John Astley;Anthony Langley Swymmer;James Stuart, the Pretender",Stosch,"2192,146,4659,2648",From the Dictionary,,
146,John Astley,Male,1724,1787,,,"Richard Astley, surgeon","AVR SA,Lewis 1961,Northcote, Reynolds,SP 105/309-321,Wal.Corr.","317,318,319,320",Horace Mann;Joseph Wilton;Simon Vierpyl;Joshua Reynolds;Thomas Hudson;Northcote;Walpole,"Philip Stanhope, 4th Earl of Chesterfield;Cardinal Albani;George Brudenell (later Montagu) 4th Earl of Cardigan","3169,5170,4926,4067,2562,3604,4974",From the Dictionary,,
147,John Astley,Male,,1718,,,"Sir Jacob Astley, 1st Bt. of Melton Constable, Norf","Brown 1921,Kent letters MSS,SP 99/57-63",,William Kent;Mr Skipping,Sr Jacop,"2754,4381",From the Dictionary,,
148,Henry Hervey Aston,Male,1740,1785,,,"Hon. Henry Hervey Aston, DD (d. 1748","ASR ABA 11-16,Farington jnl.MSS,Gazz.Tosc.,Holroyd letters MSS,Martin jnl. MSS,Swinburne, Courts,Wal.Corr.,Wilkes Corr.","321,322","John Wilkes;Horace Mann;Henry Swinburne;Mrs Aston;Lord Harvey, Bishop of Derry",Stephano,"5119,3169,4655,148.1,587",From the Dictionary,,
148.1,Catherine Dicconson,Female,,1766,,,,,323,John Wilkes;Henry Hervey Aston,Stephano,"5119,148",Extracted from narrative,148,
149,Col. Aston,Male,,,,,,"Gazz.Tosc.,Townley MSS",,Charles Townley;James Barry,Milord Beilai;Belloni,"4804,265",From the Dictionary,,
150,Aston,Male,,,,,,Gazz.Tosc.,,,,,From the Dictionary,,
151,Miss Atkins,Female,,,,,,,,Mr Walcot;Mrs Walcot,,"4947.1,4947.2",From the Dictionary,,
152,Antony Atkinson,Male,,,,,,"AVR SA,ASN E 681-4",,Lord Dalrymple;Mr Morant,"Ferdinand I, King of Naples and the two Sicilies","1272,3418",From the Dictionary,,
153,Fr. Atkinson,Male,,,,,,"Folkes jnl. MSS,Spence Letters",,Martin Folkes;Joseph Spence,,"1760,4469",From the Dictionary,,
154,Joseph Atwell,Male,1696,1768,,,,Black 1985,"324,325,326,327,328,329,330,331","William, 2nd Earl Cowper",Lady Sarah Cowper,1167,From the Dictionary,,
155,Aubert,Male,,,,,,,,,,,From the Dictionary,,
156,John Aubrey,Male,1739,1826,,,"Sir Thomas Aubrey of Boarstall, Bucks, and Llantrithyd, Glam.","Farington jnl.MSS,Gibbon, Misc.Works,Lumisden letters MSS,Martin jnl. MSS,Morgan Jnl.,Wal.Corr.","332,333,334,335,336",William Cleaver;John Morgan;Lord Mountstuart;James Martin;Sir William Farington;Andrew Lumisden;James Byres;Horace Walpole;Jamineau,,"976,3429,3472,3208,1660,3049,747,4974,2656",From the Dictionary,,
157,Timothy Aubrey,Male,,,,,,,,Thomas Turner,,4868,From the Dictionary,,
158,Anthony Aufrere,Male,1757,1833,,Pisa,"Anthony Aufrere of Hoveton St Peter, Norf.","ASV IS 758-781,Leghorn Inscr.,Lockhart Papers,Moore 1985,Riviere 1964,Riviere 1965","337,338,339,340",Rev. William Gunn;Mr Minnifie;James Lockhart;Marianna Lockhart;Miss Cornelia Knight;Flaxman;Mrs Minnifie;Mr Mallock;Mrs Mallock;Lady Knight,,"2152,3350.1,3006,3006.2,2800,1750,3350.2,3150.1,3150.2,2803",From the Dictionary,,
159,George Rene Aufrere,Male,1715,1801,,,Israel Aufrère,Commons 2,"341,342,343,344",Joshua Reynolds;Sir William Hamilton,Piranesi,"4067,2219",From the Dictionary,,
160,Prince Augustus Frederick,Male,1773,1843,,,George III,"ANSL 55,Artaud letter bk.,Artaud letter bk.MSS,Attingham MSS,Burl.Mag.,Diario Ordinario,Elliot Letters,Fothergill 1969,Fothergill 1974,Gandy letters MSS,Gazz.di Parma,HMC Ailesbury,Jenkins 1913,Kauffman 1924,Knight Letters,Montaiglon,Morritt Letters,Rome List 1794,Theed letters MSS,Wynne Diaries","345,346,347",Lady Augusta Murray;Dr William Batt;Lord Bruce;John Trevor;Thomas Jenkins;Jacob More;Lord Plymouth;Lord Malmesbury;Lady Malmesbury;Lady Anne Hatton;Sir William Hamilton;Robert Fagan;Lady Dunmore;Rev. William Gunn;Sir Corbet;John Deare;Guy Head;Peters;George Hadfield;James Durno;J.B.S. Morritt;Lady Knight;Lady Plymouth;Eugenia Wynne;Betsey Wynne;Thomas Fremantle;4th Earl of Bristol;Mr Livingston;Hewetson;Cornelia Knight,"Bodoni;Crescenti;Fontana;Pius VI, Pope;Gauffier;Augustus Frederick d'Este;Reselli;Duke of Braschi;Angelica Kauffman;George III, King of the United Kingdom, previously Prince of Wales;Ernest Augustus I of Hanover;Adolphus, Duke of Sussex;Peter Leopold, Grand Duke of Tuscany 1765-1790;Capt. F.W. von Linsingen;George IV, King of the United Kingdom and Ireland, previously Prince of Wales;Augusta Emma Lady Truro","3483,297,1587,4839,2680,3424,3909,3152,3151,2307,2219,1652,1521,2152,1129,1347,2341,3835,2168,1532,3452,2803,3909.1,5263,5262,1853,587,2983,2401,2800",From the Dictionary,,
161,Edward Austen,Male,1767,1852,,,"Rev. George Austen of Steventon, Hants",ASV IS 758-781,348,,,,From the Dictionary,,
162,John Austen,Male,,,,,,"Brown 1921,Sani 1985,Shrewsbury Jnl.",,John Eyles;Duke of Shrewsbury;Christian Cole,Rosalba Carriera,"1646,4350,1035",From the Dictionary,,
163,Charles Avison,Male,1710,1770,Newcastle-upon-Tyne,,,DNB,"349,350,351",,,,From the Dictionary,,
165,"Sir Gerald, 5th Bt. Aylmer",Male,1703,1737,,,,"Brown 1921,Rawlinson jnl. MSS,SP 85/14-16",352,Thomas Foley;William Moncrief;Alan Brodrick;Mr Norris,Stosch,"1758,3380,598,3592",From the Dictionary,,
166,Ayres,Male,,,,,,,,John Conyers,,1095,From the Dictionary,,
167,George Edward Ayscough,Male,,1779,,,"Francis Ayscough, Dean of Bristol",,"353,354,355,356,357",,"Francesco III d'Este, Duke of Modena",,From the Dictionary,,
168,James Ayton,Male,,,,,,"Brown 1921,Leghorn Inscr.",,,,,From the Dictionary,,
169,Josiah Bacon,Male,,,,,,"Andrich,Brown 1921",,James Hay,,2321,From the Dictionary,,
170,Nicholas Bacon,Male,,,,,,"AVR SA,Brown 1921,Shrewsbury Jnl.",,James Hay,,2321,From the Dictionary,,
171,Maj. Baggs,Male,,,,,,Quin jnl. MSS,,,Cardinal de Bernis,,From the Dictionary,,
172,Bagley,Male,,,,,,Home acct.bk.MSS,,,,,From the Dictionary,,
173,George Bagnall,Male,,,,,,Lewis 1961,,"James Stuart, the Pretender",,2648,From the Dictionary,,
174,Joseph Bagnall,Male,,,,,,,358,,,,From the Dictionary,,
175,Bagnall,Male,,,,,,Pembroke Papers 1,,John Coxe Hippisley,,2437,From the Dictionary,,
176,Col. William Bagnell,Male,,,,,,,,William Adair,,20,From the Dictionary,,
177,Charles Bagot,Male,1681,1738,,,"Sir Walter Bagot, 4th Bt. of Blithfield, Staffs",,359,,,,From the Dictionary,,
178,Richard Bagot,Male,1733,1818,,,"Sir Walter Bagot, 5th Bt. of Blithfield, Staffs","DBA,Horn 1,Wal.Corr.","360,361,362,363,364","James Wyatt;Mordaunt;Charles, 7th Earl of Northampton;Countess of Northampton",Walter Bagot,"5244,3423,3603,3603.1",From the Dictionary,,
179,Thomas Bagot,Male,1746,1773,,Naples,"Sir Walter Bagot, 5th Bt. of Blithfield, Staffs","ASN CRA 1259        ,Home jnl. MSS",365,Patrick Home,,2488,From the Dictionary,,
180,William Bagot,Male,1728,1798,,,"Sir Walter Bagot, 5th Bt. of Blithfield, Staffs.","GM,Newdigate MSS,Wicklow MSS","366,367,368,369",Thomas Townson;Lord Charlemont;John Parker;Joshua Reynolds;James Russel;Lascelles Iremonger;William Drake;Thomas Anson,,"4812,897,3732,4067,4179,2625,1475,91",From the Dictionary,,
181,John Bagshaw,Male,1681,1737,,,"Adam Bagshaw of Wormhill Hall, Derby","ASG/GM 6-10,AVR SA,Rawlinson jnl. MSS,SP 92/37,Spence Letters",370,George Henshawe;Richard Rawlinson;Lord Essex;John Birtles;Joseph Spence,,"2359,4040,1630,429,4469",From the Dictionary,,
182,Samuel Bagwell,Male,,,,,,,,William Browne,,647,From the Dictionary,,
183,Mrs Bailey,Female,,,,,,,,Lady Mary Adams,,26,From the Dictionary,,
184,George Baillie,Male,1664,1738,,,"Robert Baillie of Jerviswood, Lan. and Mellerstain, Rox.",,"371,372,373,374,375",Lady Grisell Baillie,,187,From the Dictionary,,
185,Hon. George Hamilton Baillie,Male,1723,1797,,,"Charles, Ld. Binning [S]","Baillie, Household Bk.,Coutts ledgers,Moore 1985,Wal.Corr.","376,377","Lady Grisell Baillie;7th Earl of Haddington;John Williamson;William Windham;Stillingfleet;Richard Aldworth;Robert Price;Benjamin Tate;Horace Walpole;Horace Mann;Ramsay;Samuel Torriano;Charles Hamilton, Lord Binning",Thomas Baillie;Helen Baillie,"187,2163,5144,5177,4559,43,3977,4686,4974,3169,4027,4792,419",From the Dictionary,,
186,George Baillie,Male,1763,1841,,,"George (Hamilton) Baillie of Jerviswood, Lan., and Mellerstain, Rox.",Gardenstone 1791-5,"378,379,380",Lord Gardenstone,,1893,From the Dictionary,,
187,"Grisell (Hume), Lady Baillie",Female,1665,1746,,,Sir Patrick Hume (cr. E. of Marchmont [S] 1697),"Baillie, Household Bk.,Coutts ledgers,SP 99/57-63,Spence Letters",381,"Charles Hamilton, Lord Binning;Lady Grisell Murray;Horace Mann;Joseph Spence;Charles Martin;Robert Brown;Elizeus Burges;George Baillie;Neil Brown;Lady Essex;Lady Rachel Binning;Grisell Hamilton;George Binning;Thomas Binning;Helen Binning",Alexander Murray;Corsini,"419,3491,3169,4469,3205,637,702,184,634,1630.1,187.1,187.2,187.3,187.4,187.5",From the Dictionary,,
187.1,Lady Rachel Binning,Female,1696,1773,,,George Baillie;Lady Grisell Baillie,,382,"Charles Hamilton, Lord Binning;Lady Grisell Murray;Lady Grisell Baillie;Grisell Hamilton;George Binning;Thomas Binning;Helen Binning;George Baillie",,"419,3491,187,187.2,187.3,187.4,187.5,184",Extracted from narrative,187,
187.2,Grisell Hamilton,Female,1719,,,,"Charles Hamilton, Lord Binning;Lady Rachel Binning",,383,"Charles Hamilton, Lord Binning;Lady Grisell Murray;Lady Grisell Baillie;Lady Rachel Binning;George Binning;Thomas Binning;Helen Binning;George Baillie",,"419,3491,187,187.1,187.3,187.4,187.5,184",Extracted from narrative,187,
187.3,George Binning,Male,,,,,"Charles Hamilton, Lord Binning;Lady Rachel Binning",,,"Charles Hamilton, Lord Binning;Lady Grisell Murray;Lady Grisell Baillie;Lady Rachel Binning;Grisell Hamilton;Thomas Binning;Helen Binning;George Baillie",,"419,3491,187,187.1,187.2,187.4,187.5,184",Extracted from narrative,187,
187.4,Thomas Binning,Male,,,,,"Charles Hamilton, Lord Binning;Lady Rachel Binning",,,"Charles Hamilton, Lord Binning;Lady Grisell Murray;Lady Grisell Baillie;Lady Rachel Binning;Grisell Hamilton;George Binning;Helen Binning;George Baillie",,"419,3491,187,187.1,187.2,187.3,187.5,184",Extracted from narrative,187,
187.5,Helen Binning,Female,,,,,"Charles Hamilton, Lord Binning;Lady Rachel Binning",,,"Charles Hamilton, Lord Binning;Lady Grisell Murray;Lady Grisell Baillie;Lady Rachel Binning;Grisell Hamilton;George Binning;Thomas Binning;George Baillie",,"419,3491,187,187.1,187.2,187.3,187.4,184",Extracted from narrative,187,
188,Hugo Baillie,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
