RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,PlaceNotes,Latitude,Longitude,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Jurisdiction_ID4,Jurisdiction_ID5,Jurisdiction_ID6,Classification,ClassificationNotes,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,Language,LanguageNotes,Source,SourceOther,Edition,EditionOther,Source_URL,Source_URL2,SourceNotes,TranscriptionNotes,NoKnownText,TextNeeded,Fragment,BaseText,OCR,GeneralNotes,Transcription,BiblioRefs
0056,1278,1278,10,1,,Month/Day uncertain,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Enguerrand II de Créqui,,1274,1286,,Latin,c. 17 contains vernacular,,,"Avril, Statuts, IV, 103-108","Boeren, Anciens statuts, III, 402-407",https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,,,,,Hard Copy Scan,Yes,Additiones,Reviewed ,
0057,1282,1282,10,1,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Enguerrand II de Créqui,,1274,1286,,Latin,,,,"Avril, Statuts, IV, 108-109","Boeren, Anciens statuts, III, 407-08",https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,,,,,Hard Copy Scan,Yes,Additiones,Reviewed ,
0058,1384,1380-1384,6,16,Yes,including material from 1380-1384,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Johann II. von Jenstein,Jan z Jenštejna,1379,1396,,Latin,,,,"Polc, Prazske Synody, 220-28",,,,"Survives in two quite different redactions, which are printed alongside each other",,,,,Hard Copy Scan,Yes,,Reviewed ,
0059,1286,1286,10,1,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Guillaume d'Avesnes,,1286,1296,,Latin,,,,"Avril, Statuts, IV, 111-14","Boeren, Anciens statuts, III, 410-413",https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,,,,,Hard Copy Scan,Yes,Additiones,Reviewed ,
0060,1287,1287/1288,,,Yes,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Compilation (Diocesan),LIber synodalis,Guillaume d'Avesnes,,1286,1296,,Latin,,,,"Avril, Statuts, IV, 114-28","Boeren, Anciens statuts, IV, 131-58",https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,,,,,Hard Copy Scan,Yes,Tit: Incipiunt precepta synodalia,Reviewed ,
0061,1289,1289,10,1,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,"though issued as letters patent, they would seem to have been promulgated first at the autumn synod",Guillaume d'Avesnes,,1286,1296,,Latin,,,,"Avril, Statuts, IV, 128-30","Boeren, Anciens statuts, III, 413-15",https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0062,1307,1300x1309,,,Yes,"Largely composed in 1300, with some reworking and additions under Philippe de Marigny; it remained in force until 16th ",Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Compilation (Diocesan),LIber synodalis,Philippe de Marigny,,1306,1309,,Latin,,"Tilburg, Universiteitsbibliotheek (olim Bibliotheek Theologische Faculteit), HS 15, 1r-27v",,"Avril, Statuts, IV, 137-80","Caspers, Synodale Statuten, 205-258 (from Tilburg MS)",https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,"Avril edition presents text as it existed around 1306-1307 (up to f. 21v in Tilburg MS); Tilburg MS then contains later additions to f. 27v, where it appears to break off suddenly",CoSyn Transcription from Avril edition,,,,Hard Copy Scan,Yes,14th-C Synodal; several direct citations of Liber Sextus,Reviewed ,
0063,1280,1280/1290,,,Yes,composed in either 1280 or 1290; issued either under Pierre de Noyon or Guillaume d'Issy,Arras,Arras,Reims,France,,50.289722,2.780833,D431,,,,,,Compilation (Diocesan),LIber synodalis,,,,,,Latin,,,,"Avril, Statuts, IV, 183-209",,https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,"Livre synodal, containing many earlier statutes",,,,,Hard Copy Scan,Yes,,Reviewed ,
0064,1282,1280x1285,,,Yes,,Noyon,Noyon,Reims,France,,49.581667,2.999722,D428,,,,,,Compilation (Diocesan),LIber synodalis,Guy II des Prés,,1272,1297,,Latin,,,,"Avril, Statuts, IV, 239-56",,https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,"Frequently draws on 1284_Paris_1205c (statutes of Eudes de Sully); The transcription adds passages from here, as indicated in edition.",,,,Hard Copy Scan,Yes,,Reviewed ,
0065,1300,1274x1312,,,Yes,,Noyon,Noyon,Reims,France,,49.581667,2.999722,D428,,,,,,Other,Ordo synodi (Ceremonial) of the Synods of Noyon,,,,,,Latin,,,,"Avril, Statuts, IV, 276-78",,https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0066,1300,1300 (ca.),,,Yes,,Soissons,Soissons,Reims,France,,49.381667,3.323611,D427,,,,,,Compilation (Diocesan),Precepta synodalia,,,,,,Latin,,,,"Avril, Statuts, IV, 289-307",,https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0067,1310,1301x1325,,,Yes,"early 14th-c, but with accumulated material from second half of 13th-c",Tournai,Tournai,Reims,Belgium,,50.6,3.383333,D432,,,,,,Compilation (Diocesan),LIber synodalis,Guy de Boulogne,,1301,1326,,Latin,,"Paris, BnF lat 17190, fols 186r-198v",,"Avril, Statuts, IV, 323-55",,https://gallica.bnf.fr/ark:/12148/bpt6k62644355,,,"CoSyn Transcription from Avril edition; missing text supplied from other statutes (mainly 0050_Cambrai_1240c)  as indicated in edition.
",,,,Hard Copy Scan,Yes,Antiqua statuta,Reviewed ,
0068,1262,1262,,,,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Pierre de Roncevault,,1262,1270,,Latin,,,,"Avril, Statuts, V, 22-24",,,,Labbe & Mansi dated these to 1263 and identified them as provincial canons.,,,,,Hard Copy Scan,Yes,"
",Reviewed ,
0069,1260,1260 (ca.),,,Yes,,Saintes,Saintes,Bordeaux,France,,45.7464,-0.6333,D374,,,,,,Compilation (Diocesan),LIber synodalis,Ponce II de Pons,,1257,1266,,Latin,,,,"Avril, Statuts, V, 43-54","Constitutiones synodales Xantonensis ecclesie, Pictavii: ex officina Marnesiorum fratrum sub Pelicano, 1541 (ff. 2-21)",,,,Check reconstructed Avril text against 1541 edition.,,,,"Hard Copy Scan
Digital MS",Yes,,Reviewed ,
0070,1270,1270x1275,,,Yes,,Saintes,Saintes,Bordeaux,France,,45.7464,-0.6333,D374,,,,,,Diocesan,,Ponce III de Pons ,,1271,1275,,Latin,,,,"Avril, Statuts, V, 58-62","Constitutiones synodales Xantonensis ecclesie, Pictavii: ex officina Marnesiorum fratrum sub Pelicano, 1541 (ff. 50-61)",,,,"Text taken partly from Avril edition, which only gives incipits for passages that are derived from earlier sources. The latter are expanded using the 1541 edition and from other preceding statutes as specified in Notes.",,,,"Hard Copy Scan
Digital MS",Yes,Largely drawn from 1238 Provincial Council of Cognac (and earlier 1234 Council of Bordeaux),Reviewed ,
0071,1276,aft. 1276,,,Yes,,Saintes,Saintes,Bordeaux,France,,45.7464,-0.6333,D374,,,,,,Diocesan,Legatine constitutions (of Bourges 1276) published in synod,Pierre VII,,1275,1277,,Latin,,,,"Avril, Statuts, V, 64-65","Constitutiones synodales Xantonensis ecclesie, Pictavii: ex officina Marnesiorum fratrum sub Pelicano, 1541",,,,,,,,"Hard Copy Scan
Digital MS",Yes,Highly condensed versions of 1276 legatine constitutions.,Reviewed ,
0073,1280,bef. 1280,,,Yes,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,,,,,,Latin,,,,"Avril, Statuts, V,  86-101",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0074,1280,1280,,,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Gautier de Bruges OFM,Walter of Bruges,1279,1306,,Latin,,,,"Avril, Statuts, V, 107-15",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0075,1282,1280x1284,,,Yes,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Gautier de Bruges OFM,Walter of Bruges,1279,1306,,Latin,,,,"Avril, Statuts, V, 116-17",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0076,1284,1284,,,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Gautier de Bruges OFM,Walter of Bruges,1279,1306,,Latin,,,,"Avril, Statuts, V, 118-121",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0077,1304,1304,1,13,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Other,,Gautier de Bruges OFM,Walter of Bruges,1279,1306,,Latin,,,,"Avril, Statuts, V, 122-31",,,,,,,,,Hard Copy Scan,Yes,Instructions to archpriests and deans,Reviewed ,
0078,1308,1308x1309,,,Yes,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Arnaud d’Aux,,1306,1312,,Latin,,,,"Avril, Statuts, V, 135-37",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0079,1310,1310,,,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Arnaud d’Aux,,1306,1312,,Latin,,,,"Avril, Statuts, V, 138-40",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0080,1283,1283,4,29,,,Dax,Dax,Auch,France,,43.7072,-1.0553,D353,,,,,,Diocesan,,Arnaud de Ville,,1278,1305,,Latin,,,,"Avril, Statuts, V, 141-69;","Degert, “Constitutions synodales,” Bulletin, 23, no. 2: 55-85",,,Dax MS (Paris BnF Lat 1542) seems to have been a copy for private use (of the sort that clerics were instructed to possess); https://archivesetmanuscrits.bnf.fr/ark:/12148/cc59487x,"Missing text supplied from other statutes (0047_Bordeaux_1234 & 0049_Nimes_1252)  as indicated in edition.
",,,,Hard Copy Scan,Yes,,Reviewed ,
0081,1278,1277x1279,,,Yes,,[Paris],Paris,Sens,France,,48.24754,3.287659,D456,,,,,,Diocesan,,Etienne Tempier,,1268,1279,,Latin,,,,"Avril, Statuts, V, 176-79",,,,,,,,,Hard Copy Scan,Yes,Bp was participant at Lyons II,Reviewed ,
0082,1248,1248,,,,,Rouen,Rouen,Rouen,France,,49.443889,1.103333,P065,,,,,,Diocesan,,Eudes Rigaud,,1247,1276,,Latin,,,,"Avril, Statuts, V, 189-90",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0084,1275,1250x1300,,,Yes,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,,,,,,Latin,,,,"Avril, Statuts, V, 214-19",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0085,1294,1294,4,27,,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Robert d’Harcourt,,1291,1315,,Latin,,,,"Avril, Statuts, V, 220-22",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0086,1300,1300,4,19,,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Robert d’Harcourt,,1291,1315,,Latin,,,,"Avril, Statuts, V, 224-25",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0088,1335,1329x1342,,,Yes,,Prague,Prague,Mainz,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,John IV of Dražice,Jan IV z Dražic,1301,1343,,Latin,,,,"Polc, Prazske Synody, 105-106",,,,,,,,,Hard Copy Scan,Yes,"these are the eighth known set of statutes; list starts in late 13th-c, but most of those are quite fragmentary",Reviewed ,
0089,1333,1333,,,,,Prague,Prague,Mainz,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,John IV of Dražice,Jan IV z Dražic,1301,1343,,Latin,,,,"Polc, Prazske Synody, 106-7",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0090,1343,1343,10,18,,,Prague,Prague,Mainz,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,Latin,,,,"Polc, Prazske Synody,  109-14",,,,,,,,,Hard Copy Scan,Yes,these are the twelfth known set of statutes,Reviewed ,
0091,1349,1349,11,12,,11-12 November; misdated 1355 in Hartzheim,Prague,Prague,Prague,Czech Republic,Prague elevated to metropolitan see in 1349,50.087136,14.420672,P057,,,,,,Compilation (Provincial),Liber synodalis,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,Latin,,,,"Polc, Prazske Synody,  115-64","Hartzheim IV, 381-407",,https://books.google.com/books?id=kbNumdYKdrkC,,,,,,Hard Copy Scan,Yes,"Arranged systematically in five books
Heavily based on Mainz 1310; only nineteen articles not found therein
**22 articles cite codified collections of general law, but generally without reference to higher authority; c. 62 quotes Giovanni d'Andrea in extenso without naming him
Promulgated for Bamberg, Meissen, and Regensburg in 1381 by papal legate John of Jenstejn (see Krafl, Czech codifications, 240)",Reviewed ,
0092,1353,1353,10,18,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Abstract/Abbreviation,,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,Latin,,,,"Polc, Prazske Synody, 164-68",,,,,,,,,Hard Copy Scan,Yes,"Synopsis of statutes of 1349, according to Zeleny (Councils and Synods, 476), ""put together especially for those clerics, who 'sub praetextu paupertatis' could not afford to buy a copy of the original long version'.",Reviewed ,
0093,1355,1355,10,18,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,Latin,,,,"Polc, Prazske Synody,  174-77",,,,,,,,,Hard Copy Scan,Yes,"This is the ""statutum minus"", according to one MS title [presumably 'minus' in relation to the long set of provincial canons issued the same day; repeats five canons from the provincial canons (see Polc ed., p27)]",Reviewed ,
0094,1360,1360s (?),,,Yes,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,P057,,,,,,Provincial,,,,,,,Latin,,,,"Polc, Prazske Synody,  180-86",,,,,,,,,Hard Copy Scan,Yes,Extracts from reissue of 1349 statutes.,Reviewed ,
0095,1362,1362/1363,,,Yes,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,Latin,,,,"Polc, Prazske Synody, 186-88",,,,,,,,,Hard Copy Scan,Yes,Prague Synodal statutes of 1362/63 ,Reviewed ,
0096,1366,1366,,,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,P057,,,,,,Provincial,,Jan Očko of Vlašim,,1364,1379,,Latin,,,,"Polc, Prazske Synody, 193-94",,,,Two distinct redactions survive; these are placed in parallel columns in edition,,,,,Hard Copy Scan,Yes,,Reviewed ,
0097,1375,1374x1378 (?),,,Yes,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Jan Očko of Vlašim,,1364,1379,,Latin,,,,"Polc, Prazske Synody, 206-08",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0098,1377,1377,6,16,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Jan Očko of Vlašim,,1364,1379,,Latin,,,,"Polc, Prazske Synody,  209-10",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0099,1381,1381,4,29,,,Prague,"Bamberg, Meissen, and Regensburg",Prague,Germany,"Promulgates decrees from 1349 Prague Liber synodalis for dioceses of Bamberg, Meissen, and Regensburg (in capacity as papal legate)",50.087136,14.420672,D577,D579,D571,,,,Legatine,issued by Prague Archbishop in capacity as papal legate; also served as provincial council for Prague,Johann II. von Jenstein,Jan z Jenštejna,1379,1396,,Latin,,,,"Polc, Prazske Synody,  213-18",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,"Hefele, Konziliengeschichte, VI, 943); Krafl, Synody a statuta olomoucké
diecéze, pp. 216-222"
0100,1381,1381,10,16,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,P057,,,,,,Provincial,,Johann II. von Jenstein,Jan z Jenštejna,1379,1396,,Latin,,,,"Polc, Prazske Synody,  218-20",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0101,1386,1386/1387,,,Yes,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Johann II. von Jenstein,Jan z Jenštejna,1379,1396,,Latin,,,,"Polc, Prazske Synody,  234-37",,,,,Two different redactions printed alongside each other; transcription here follows the the N/T textual tradition.,,,,Hard Copy Scan,Yes,,Reviewed ,
0102,1387,1387,10,18,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Johann II. von Jenstein,Jan z Jenštejna,1379,1396,,Latin,,,,"Polc, Prazske Synody,  239-43",,,,,Two slightly different redactions printed alongside each other; H textual tradition used for transcription,,,,Hard Copy Scan,Yes,,Reviewed ,
0103,1395,bef. 1395 (?),,,Yes,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Johann II. von Jenstein,Jan z Jenštejna,1379,1396,,Latin,,,,"Polc, Prazske Synody,  263",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0104,1404,1404,6,15,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Zbynek von Hasenburg,Zbyněk Zajíc z Hasenburka,1403,1411,,Latin,,,,"Polc, Prazske Synody,  269-72",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0105,1405,1405,,,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,P057,,,,,,Provincial,,Zbynek von Hasenburg,Zbyněk Zajíc z Hasenburka,1403,1411,,Latin,,,,"Polc, Prazske Synody, 275-78",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0106,1406,1406,6,15,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Zbynek von Hasenburg,Zbyněk Zajíc z Hasenburka,1403,1411,,Latin,,,,"Polc, Prazske Synody,  278-81",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0107,1406,1406,10,18,,,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Zbynek von Hasenburg,Zbyněk Zajíc z Hasenburka,1403,1411,,Latin,,,,"Polc, Prazske Synody,  281-82",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0108,1409,1409 (ca.),10,18,Yes,date not certain,Prague,Prague,Prague,Czech Republic,,50.087136,14.420672,D562,,,,,,Diocesan,,Zbynek von Hasenburg,Zbyněk Zajíc z Hasenburka,1403,1411,,Latin,,,,"Polc, Prazske Synody,  290-91",,,,,,,,,Hard Copy Scan,Yes,"**Those who don't have copies of the provincial statutes are to be IMPRISONED! ((1) Primo mandatur de statutis provincialibus habendis, tenendis et perlegendis sub pena carcerali, non exiturus abinde quousque sufficientem caucionem posuerit in manibus correctoris, quod statuta provincialia sibi comparabit infra unum mensem.)",Reviewed ,
0109,1231,1231,,,,,Château-Gontier ,Tours,Tours,France,,47.828611,-0.702778,P081,,,,,,Provincial,,Juhel de Mathefelon,,1229,1244,,Latin,,,,"Avril, Tours, 140-155",,,,,,,,,Hard Copy Scan,Yes,"Avril, Tours, p137 – first of a series of reforming councils in the ecclesiastical province of Tours

Apparently drafted by Guillaume de Beaumont, Bp of Angers (1203-1240); see Pontal, Statuts synodaux, I, 106 n1 (citing Travers, III, 90)",Reviewed ,
0110,1279,1279,6,25,,,Wrocław,Wrocław,Gniezno,Poland,,51.116667,17.033333,D537,,,,,,Diocesan,,Thomas of Wrocław,,1232,1268,,Latin,,,,"Sawicki X, 330-333",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
0113,1398,1398/1423,,,Yes,either 1398 or 1423,Płock,Płock,Gniezno,Poland,,52.55,19.7,D596,,,,,,Diocesan,,Jakub z Korzkwi,,1396,1425,,Latin,,,,"Sawicki, VI, 181-263",,,,Two different versions survive; this is the version given in the left-hand column of the Sawicki edition (see also ID 1653),,,,,Hard Copy Scan,,,Reviewed ,
0117,1289,1289,,,,,Vienne,Vienne,Vienne,France,,45.524167,4.878056,P089,,,,,,Provincial,,Guillaume de Livron,,1283,1305,,Latin,,,,"Boisset, Concile, 219-325",,,,,,,,,Hard Copy Scan,,,Reviewed ,
0118,1282,1282,,,,,Kromĕříž,Olomouc,Mainz,Czech Republic,,49.298889,17.393056,D563,,,,,,Diocesan,,Theoderic of Hradec,Dětřich z Hradce,1281,1302,,Latin,,,,"Krafl, Synody, 250-53 [A2]",,,,,,,,Yes,Hard Copy Scan,Yes,"Krafl, Synody, 268: In Diocese of Olomouc, not until 1253 do we have evidence that the bishop issued a general regulation at the synod (the theme was annual confession and communion from a specific parish priest)
-earlier synods were more places of episcopal judicial enforcement than legislative power enforcement

-1282 statutes contain earlier statutes of Bruno of Schaumberg but these are not separated out from those newly issued by Bp Theoderic of Hradec
",Reviewed ,
0121,1288,1288,,,,,Liège ,Liège,Cologne,Belgium,,50.633333,5.566667,D539,,,,,,Diocesan,,Jean de Flandre,,1282,1292,,Latin,,,,"Avril, ed., 1288 Statuts ",,,,,,,,,Hard Copy Scan,Yes,"statutes of Jean de Flandre

Avril, Jean de Flandre, 44: title on usury in Liege 1288, however, almost completely ignores the formulations of the Cambrai version of the ""synodal nordiste"", though the traces are visible in some statutes, and are strongly present (albeit rewritten) in a number of other statutes",Reviewed ,
0122,1236,1236,,,,,Tours,Tours,Tours,France,,47.393611,0.689167,P081,,,,,,Provincial,,Juhel de Mathefelon,Juhellus,1229,1244,,Latin,,,,"Avril, Tours, 158-65",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0123,1276,1276,8,31,,,Saumur,,Tours,France,,47.26,-0.076944,P081,,,,,,Provincial,,Jean de Montsoreau,,,,,Latin,,,,"Avril, Tours, 252-62","Mansi 24, 159-166",,http://google.com/books?id=lOJVAAAAcAAJ,,,,,,Hard Copy Scan,Yes,,Reviewed ,
0124,1282,1282,8,1,,,Tours,Tours,Tours,France,,47.393611,0.689167,P081,,,,,,Provincial,,Jean de Montsoreau,,1271,1284,,Latin,,,,"Avril, Tours, 279-288",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
